gameid,tourneyid,tie,winnerid,winnername,winnerscore,winneroldrating,winnernewrating,winnerpos,loserid,losername,loserscore,loseroldrating,losernewrating,loserpos,round,division,date
818,3,FALSE,580,Lynn Cushman,0,1878,1863,19,59,Marjorie Schoneboom,0,1836,1819,30,10,1,1/22/1999
819,3,FALSE,581,Joanne Cohen,0,1792,1754,34,66,Joel Horn,0,1704,1773,15,1,1,1/22/1999
820,3,FALSE,581,Joanne Cohen,0,1792,1754,34,38,Matt Laufer,0,1916,1845,35,5,1,1/22/1999
821,3,TRUE,581,Joanne Cohen,0,1792,1754,34,2035,Bruce Adams,0,1708,1646,40,9,1,1/22/1999
822,3,FALSE,581,Joanne Cohen,0,1792,1754,34,2035,Bruce Adams,0,1708,1646,40,11,1,1/22/1999
823,3,FALSE,581,Joanne Cohen,0,1792,1754,34,858,David Moersdorf,0,1659,1632,39,12,1,1/22/1999
824,3,FALSE,587,Randy Greenspan,0,1927,1947,6,2931,Josh Silber,0,1875,1903,7,1,1,1/22/1999
825,3,FALSE,587,Randy Greenspan,0,1927,1947,6,581,Joanne Cohen,0,1792,1754,34,2,1,1/22/1999
826,3,FALSE,587,Randy Greenspan,0,1927,1947,6,66,Joel Horn,0,1704,1773,15,3,1,1/22/1999
827,3,FALSE,587,Randy Greenspan,0,1927,1947,6,1949,Barry Keith,0,1849,1867,10,4,1,1/22/1999
828,3,FALSE,587,Randy Greenspan,0,1927,1947,6,2629,Rich Baker,0,1933,1914,22,6,1,1/22/1999
829,3,FALSE,587,Randy Greenspan,0,1927,1947,6,1949,Barry Keith,0,1849,1867,10,7,1,1/22/1999
830,3,FALSE,587,Randy Greenspan,0,1927,1947,6,31,Matt Graham,0,1941,1946,8,11,1,1/22/1999
831,3,FALSE,587,Randy Greenspan,0,1927,1947,6,47,Joe Weinike,0,1909,1920,9,12,1,1/22/1999
832,3,FALSE,596,David Lieberfarb,0,1590,1591,12,3371,Wendy Littman,0,1490,1540,18,3,2,1/22/1999
833,3,FALSE,596,David Lieberfarb,0,1590,1591,12,4269,Evelyn Lambert,0,1365,1384,48,5,2,1/22/1999
834,3,FALSE,596,David Lieberfarb,0,1590,1591,12,118,Ted Mast,0,1429,1395,55,6,2,1/22/1999
835,3,FALSE,596,David Lieberfarb,0,1590,1591,12,2599,Rose Noel,0,1449,1415,52,7,2,1/22/1999
836,3,FALSE,596,David Lieberfarb,0,1590,1591,12,109,Helene Browe,0,1393,1432,34,8,2,1/22/1999
837,3,FALSE,596,David Lieberfarb,0,1590,1591,12,79,Sarah Rosenblum,0,1461,1487,23,10,2,1/22/1999
838,3,FALSE,596,David Lieberfarb,0,1590,1591,12,83,Florence Spanfelner,0,1561,1567,22,11,2,1/22/1999
839,3,FALSE,596,David Lieberfarb,0,1590,1591,12,80,Carole Denton,0,1441,1444,24,12,2,1/22/1999
840,3,FALSE,603,Christine Economos,0,923,921,12,5904,Robert Hicks,0,594,582,50,2,4,1/22/1999
841,3,FALSE,603,Christine Economos,0,923,921,12,3720,Janice White,0,0,729,44,3,4,1/22/1999
842,3,FALSE,603,Christine Economos,0,923,921,12,5897,Stevie Wells,0,680,728,28,4,4,1/22/1999
843,3,TRUE,603,Christine Economos,0,923,921,12,5895,Jim Dalton,0,874,846,23,5,4,1/22/1999
844,3,FALSE,603,Christine Economos,0,923,921,12,5894,Betty Goldin,0,0,816,21,8,4,1/22/1999
845,3,FALSE,603,Christine Economos,0,923,921,12,661,Dorothy Siegel,0,793,773,35,9,4,1/22/1999
846,3,FALSE,603,Christine Economos,0,923,921,12,5895,Jim Dalton,0,874,846,23,10,4,1/22/1999
847,3,FALSE,603,Christine Economos,0,923,921,12,4538,Jaki Jackson,0,850,879,13,11,4,1/22/1999
848,3,FALSE,612,Ellen Miller,0,1521,1569,8,1357,Nancy Hanley,0,1387,1424,16,2,2,1/22/1999
849,3,FALSE,612,Ellen Miller,0,1521,1569,8,4269,Evelyn Lambert,0,1365,1384,48,4,2,1/22/1999
850,3,FALSE,612,Ellen Miller,0,1521,1569,8,103,David Engelhardt,0,1531,1533,17,5,2,1/22/1999
851,3,FALSE,612,Ellen Miller,0,1521,1569,8,99,Shah Ali,0,1615,1574,32,6,2,1/22/1999
852,3,FALSE,612,Ellen Miller,0,1521,1569,8,983,Anita Rackham,0,1533,1530,31,7,2,1/22/1999
853,3,FALSE,612,Ellen Miller,0,1521,1569,8,1280,Maurice Decanio,0,1621,1586,30,8,2,1/22/1999
854,3,FALSE,612,Ellen Miller,0,1521,1569,8,62,Bobbie Butterfield,0,1641,1682,2,9,2,1/22/1999
855,3,FALSE,612,Ellen Miller,0,1521,1569,8,618,Gregg Foster,0,1422,1456,21,12,2,1/22/1999
856,3,FALSE,615,Marie Puma,0,1361,1400,36,87,Joan Kelly,0,1528,1451,59,2,2,1/22/1999
857,3,FALSE,615,Marie Puma,0,1361,1400,36,1281,Mary A Lyons,0,1623,1599,14,3,2,1/22/1999
858,3,FALSE,615,Marie Puma,0,1361,1400,36,2912,Jim Piazza,0,1466,1455,39,4,2,1/22/1999
859,3,FALSE,615,Marie Puma,0,1361,1400,36,4423,Victor Steinman,0,1558,1503,57,5,2,1/22/1999
860,3,FALSE,615,Marie Puma,0,1361,1400,36,109,Helene Browe,0,1393,1432,34,7,2,1/22/1999
861,3,FALSE,615,Marie Puma,0,1361,1400,36,77,Thomas M Hall,0,1321,1350,47,11,2,1/22/1999
862,3,FALSE,618,Gregg Foster,0,1422,1456,21,569,Jay Strieb,0,1320,1363,29,2,2,1/22/1999
863,3,FALSE,618,Gregg Foster,0,1422,1456,21,4435,Jerry Mory,0,1255,1293,50,3,2,1/22/1999
864,3,FALSE,618,Gregg Foster,0,1422,1456,21,2932,Milton Villanueva,0,1643,1623,19,4,2,1/22/1999
865,3,FALSE,618,Gregg Foster,0,1422,1456,21,1773,Lois Giordano,0,1394,1404,51,7,2,1/22/1999
866,3,FALSE,618,Gregg Foster,0,1422,1456,21,4423,Victor Steinman,0,1558,1503,57,8,2,1/22/1999
867,3,FALSE,618,Gregg Foster,0,1422,1456,21,615,Marie Puma,0,1361,1400,36,10,2,1/22/1999
868,3,FALSE,618,Gregg Foster,0,1422,1456,21,99,Shah Ali,0,1615,1574,32,11,2,1/22/1999
869,3,FALSE,19676,Celia Dayrit Thompson,0,1430,1443,28,99,Shah Ali,0,1615,1574,32,2,2,1/22/1999
870,3,FALSE,19676,Celia Dayrit Thompson,0,1430,1443,28,5244,Pat Cole,0,1512,1529,25,3,2,1/22/1999
871,3,FALSE,19676,Celia Dayrit Thompson,0,1430,1443,28,5531,Carroll Smith,0,1593,1504,54,7,2,1/22/1999
872,3,FALSE,19676,Celia Dayrit Thompson,0,1430,1443,28,5308,James W Flomo,0,1328,1354,45,8,2,1/22/1999
873,3,FALSE,19676,Celia Dayrit Thompson,0,1430,1443,28,3433,Sheldon Silverstein,0,1433,1456,38,9,2,1/22/1999
874,3,FALSE,19676,Celia Dayrit Thompson,0,1430,1443,28,4269,Evelyn Lambert,0,1365,1384,48,10,2,1/22/1999
875,3,FALSE,634,Irene Zeleniuk,0,1056,1065,29,209,Marilyn Hake,0,991,985,44,2,3,1/22/1999
876,3,FALSE,634,Irene Zeleniuk,0,1056,1065,29,4454,John Carassai,0,956,986,39,4,3,1/22/1999
877,3,FALSE,634,Irene Zeleniuk,0,1056,1065,29,162,Betty C McDaniel,0,1230,1192,16,6,3,1/22/1999
878,3,FALSE,634,Irene Zeleniuk,0,1056,1065,29,5135,Barbara Staudt,0,1089,1092,23,7,3,1/22/1999
879,3,FALSE,634,Irene Zeleniuk,0,1056,1065,29,1499,Claudia Scheda,0,1073,1058,40,9,3,1/22/1999
880,3,FALSE,634,Irene Zeleniuk,0,1056,1065,29,138,Donald Hake,0,1059,1071,28,11,3,1/22/1999
881,3,FALSE,635,Ellen Massey,0,1156,1136,21,5381,Emily Herczeg,0,1055,1113,10,1,3,1/22/1999
882,3,FALSE,635,Ellen Massey,0,1156,1136,21,184,Ida Ann Shapiro,0,989,930,48,4,3,1/22/1999
883,3,FALSE,635,Ellen Massey,0,1156,1136,21,2011,Annette Zeff,0,1045,1052,31,8,3,1/22/1999
884,3,FALSE,635,Ellen Massey,0,1156,1136,21,1503,Alan Grossman,0,1047,1040,38,9,3,1/22/1999
885,3,FALSE,635,Ellen Massey,0,1156,1136,21,2011,Annette Zeff,0,1045,1052,31,11,3,1/22/1999
886,3,FALSE,635,Ellen Massey,0,1156,1136,21,132,Muriel Sparrow Reedy,0,1214,1162,33,12,3,1/22/1999
887,3,FALSE,661,Dorothy Siegel,0,793,773,35,215,Irma Roberts,0,767,762,26,4,4,1/22/1999
888,3,FALSE,661,Dorothy Siegel,0,793,773,35,5902,Nancy Glover,0,0,554,48,5,4,1/22/1999
889,3,FALSE,661,Dorothy Siegel,0,793,773,35,201,Walt Blackie Sudnikovich,0,614,627,43,6,4,1/22/1999
890,3,FALSE,661,Dorothy Siegel,0,793,773,35,3720,Janice White,0,0,729,44,7,4,1/22/1999
891,3,TRUE,661,Dorothy Siegel,0,793,773,35,214,Ruth McCandless,0,709,704,47,8,4,1/22/1999
892,3,FALSE,661,Dorothy Siegel,0,793,773,35,214,Ruth McCandless,0,709,704,47,11,4,1/22/1999
893,3,FALSE,858,David Moersdorf,0,1659,1632,39,242,Verna Richards Berg,0,1740,1770,12,1,1,1/22/1999
894,3,FALSE,858,David Moersdorf,0,1659,1632,39,2035,Bruce Adams,0,1708,1646,40,8,1,1/22/1999
895,3,FALSE,858,David Moersdorf,0,1659,1632,39,2035,Bruce Adams,0,1708,1646,40,10,1,1/22/1999
896,3,FALSE,871,Frank Schin,0,1143,1113,37,1503,Alan Grossman,0,1047,1040,38,2,3,1/22/1999
897,3,FALSE,871,Frank Schin,0,1143,1113,37,4454,John Carassai,0,956,986,39,3,3,1/22/1999
898,3,FALSE,871,Frank Schin,0,1143,1113,37,4033,Peter Braxton,0,1242,1143,36,5,3,1/22/1999
899,3,FALSE,871,Frank Schin,0,1143,1113,37,3186,Stacia Camp,0,939,919,47,10,3,1/22/1999
900,3,FALSE,871,Frank Schin,0,1143,1113,37,209,Marilyn Hake,0,991,985,44,12,3,1/22/1999
901,3,FALSE,983,Anita Rackham,0,1533,1530,31,995,Vivienne Muhling,0,1308,1289,63,2,2,1/22/1999
902,3,FALSE,983,Anita Rackham,0,1533,1530,31,118,Ted Mast,0,1429,1395,55,3,2,1/22/1999
903,3,FALSE,983,Anita Rackham,0,1533,1530,31,1951,Steve Gawtry,0,1354,1447,26,4,2,1/22/1999
904,3,FALSE,983,Anita Rackham,0,1533,1530,31,82,Sally Ricketts,0,1538,1508,43,6,2,1/22/1999
905,3,FALSE,983,Anita Rackham,0,1533,1530,31,120,Marty Fialkow,0,1452,1480,35,9,2,1/22/1999
906,3,FALSE,983,Anita Rackham,0,1533,1530,31,1280,Maurice Decanio,0,1621,1586,30,10,2,1/22/1999
907,3,FALSE,995,Vivienne Muhling,0,1308,1289,63,5312,Jay Malarcher,0,1429,1338,64,4,2,1/22/1999
908,3,FALSE,995,Vivienne Muhling,0,1308,1289,63,5890,Anita Shields,0,1416,1361,61,12,2,1/22/1999
909,3,FALSE,1112,Mary Capalbi,0,1493,1550,10,5308,James W Flomo,0,1328,1354,45,1,2,1/22/1999
910,3,FALSE,1112,Mary Capalbi,0,1493,1550,10,77,Thomas M Hall,0,1321,1350,47,2,2,1/22/1999
911,3,FALSE,1112,Mary Capalbi,0,1493,1550,10,5531,Carroll Smith,0,1593,1504,54,3,2,1/22/1999
912,3,FALSE,1112,Mary Capalbi,0,1493,1550,10,44,Paul Avrin,0,1735,1761,1,4,2,1/22/1999
913,3,FALSE,1112,Mary Capalbi,0,1493,1550,10,4423,Victor Steinman,0,1558,1503,57,7,2,1/22/1999
914,3,FALSE,1112,Mary Capalbi,0,1493,1550,10,615,Marie Puma,0,1361,1400,36,8,2,1/22/1999
915,3,FALSE,1112,Mary Capalbi,0,1493,1550,10,83,Florence Spanfelner,0,1561,1567,22,10,2,1/22/1999
916,3,FALSE,1112,Mary Capalbi,0,1493,1550,10,69,Judy Horn,0,1632,1627,20,11,2,1/22/1999
917,3,FALSE,1280,Maurice Decanio,0,1621,1586,30,983,Anita Rackham,0,1533,1530,31,1,2,1/22/1999
918,3,FALSE,1280,Maurice Decanio,0,1621,1586,30,118,Ted Mast,0,1429,1395,55,2,2,1/22/1999
919,3,FALSE,1280,Maurice Decanio,0,1621,1586,30,995,Vivienne Muhling,0,1308,1289,63,3,2,1/22/1999
920,3,FALSE,1280,Maurice Decanio,0,1621,1586,30,1773,Lois Giordano,0,1394,1404,51,6,2,1/22/1999
921,3,FALSE,1280,Maurice Decanio,0,1621,1586,30,163,Bob Kilpatrick,0,1414,1442,37,7,2,1/22/1999
922,3,FALSE,1280,Maurice Decanio,0,1621,1586,30,45,Diane Firstman,0,1538,1515,46,12,2,1/22/1999
923,3,FALSE,1281,Mary A Lyons,0,1623,1599,14,87,Joan Kelly,0,1528,1451,59,1,2,1/22/1999
924,3,FALSE,1281,Mary A Lyons,0,1623,1599,14,1995,Martha Bedford,0,1440,1446,27,2,2,1/22/1999
925,3,FALSE,1281,Mary A Lyons,0,1623,1599,14,123,Jo Anne Cohen,0,1430,1520,6,4,2,1/22/1999
926,3,FALSE,1281,Mary A Lyons,0,1623,1599,14,1112,Mary Capalbi,0,1493,1550,10,6,2,1/22/1999
927,3,FALSE,1281,Mary A Lyons,0,1623,1599,14,2333,Hillary Goldberg,0,1500,1472,44,9,2,1/22/1999
928,3,FALSE,1281,Mary A Lyons,0,1623,1599,14,569,Jay Strieb,0,1320,1363,29,10,2,1/22/1999
929,3,FALSE,1281,Mary A Lyons,0,1623,1599,14,983,Anita Rackham,0,1533,1530,31,12,2,1/22/1999
930,3,FALSE,1357,Nancy Hanley,0,1387,1424,16,110,Douglas Hoylman,0,1622,1638,11,3,2,1/22/1999
931,3,FALSE,1357,Nancy Hanley,0,1387,1424,16,95,Glenn Filzer,0,1521,1478,41,5,2,1/22/1999
932,3,FALSE,1357,Nancy Hanley,0,1387,1424,16,153,Dolly Silverstein,0,1373,1379,49,6,2,1/22/1999
933,3,FALSE,1357,Nancy Hanley,0,1387,1424,16,1773,Lois Giordano,0,1394,1404,51,9,2,1/22/1999
934,3,FALSE,1357,Nancy Hanley,0,1387,1424,16,4435,Jerry Mory,0,1255,1293,50,10,2,1/22/1999
935,3,FALSE,1357,Nancy Hanley,0,1387,1424,16,45,Diane Firstman,0,1538,1515,46,11,2,1/22/1999
936,3,FALSE,1357,Nancy Hanley,0,1387,1424,16,19676,Celia Dayrit Thompson,0,1430,1443,28,12,2,1/22/1999
937,3,FALSE,1442,Lynda Woods Cleary,0,1050,1103,18,1495,John Kopp,0,1154,1165,15,1,3,1/22/1999
938,3,FALSE,1442,Lynda Woods Cleary,0,1050,1103,18,124,Lisa Thomas,0,1197,1214,6,2,3,1/22/1999
939,3,FALSE,1442,Lynda Woods Cleary,0,1050,1103,18,5151,Kerry Hamilton,0,960,950,43,3,3,1/22/1999
940,3,FALSE,1442,Lynda Woods Cleary,0,1050,1103,18,1604,Sherrie Saint John,0,1203,1237,9,4,3,1/22/1999
941,3,FALSE,1442,Lynda Woods Cleary,0,1050,1103,18,4433,Concepta Siembab,0,1201,1208,14,5,3,1/22/1999
942,3,FALSE,1442,Lynda Woods Cleary,0,1050,1103,18,634,Irene Zeleniuk,0,1056,1065,29,10,3,1/22/1999
943,3,FALSE,1442,Lynda Woods Cleary,0,1050,1103,18,156,Marjorie Milne,0,1188,1202,17,11,3,1/22/1999
944,3,FALSE,1489,John Luebkemann,0,1978,1952,13,2627,Randy Hersom,0,1888,1869,16,1,1,1/22/1999
945,3,FALSE,1489,John Luebkemann,0,1978,1952,13,88,Phil Polsky,0,1761,1753,27,5,1,1/22/1999
946,3,FALSE,1489,John Luebkemann,0,1978,1952,13,68,David Abolafia,0,1677,1736,18,6,1,1/22/1999
947,3,FALSE,1489,John Luebkemann,0,1978,1952,13,430,Avi Moss,0,1885,1847,26,8,1,1/22/1999
948,3,FALSE,1489,John Luebkemann,0,1978,1952,13,68,David Abolafia,0,1677,1736,18,10,1,1/22/1999
949,3,FALSE,1489,John Luebkemann,0,1978,1952,13,72,James Dodds,0,1728,1735,32,11,1,1/22/1999
950,3,FALSE,1489,John Luebkemann,0,1978,1952,13,2629,Rich Baker,0,1933,1914,22,12,1,1/22/1999
951,3,FALSE,1495,John Kopp,0,1154,1165,15,5151,Kerry Hamilton,0,960,950,43,2,3,1/22/1999
952,3,FALSE,1495,John Kopp,0,1154,1165,15,124,Lisa Thomas,0,1197,1214,6,3,3,1/22/1999
953,3,FALSE,1495,John Kopp,0,1154,1165,15,2700,Teri Peppe,0,1167,1156,20,5,3,1/22/1999
954,3,FALSE,1495,John Kopp,0,1154,1165,15,2934,Rona Goldberg,0,1123,1127,26,6,3,1/22/1999
955,3,FALSE,1495,John Kopp,0,1154,1165,15,2934,Rona Goldberg,0,1123,1127,26,9,3,1/22/1999
956,3,FALSE,1495,John Kopp,0,1154,1165,15,138,Donald Hake,0,1059,1071,28,10,3,1/22/1999
957,3,FALSE,1495,John Kopp,0,1154,1165,15,2981,Joan Gray,0,1128,1125,22,12,3,1/22/1999
958,3,FALSE,1499,Claudia Scheda,0,1073,1058,40,5315,Paul Feser,0,995,978,42,3,3,1/22/1999
959,3,FALSE,1499,Claudia Scheda,0,1073,1058,40,162,Betty C McDaniel,0,1230,1192,16,4,3,1/22/1999
960,3,FALSE,1499,Claudia Scheda,0,1073,1058,40,634,Irene Zeleniuk,0,1056,1065,29,5,3,1/22/1999
961,3,FALSE,1499,Claudia Scheda,0,1073,1058,40,209,Marilyn Hake,0,991,985,44,6,3,1/22/1999
962,3,FALSE,1499,Claudia Scheda,0,1073,1058,40,186,Claire Pleczynski,0,955,952,45,12,3,1/22/1999
963,3,FALSE,1503,Alan Grossman,0,1047,1040,38,2875,Eileen Willis,0,1105,1092,24,4,3,1/22/1999
964,3,FALSE,1503,Alan Grossman,0,1047,1040,38,5151,Kerry Hamilton,0,960,950,43,5,3,1/22/1999
965,3,FALSE,1503,Alan Grossman,0,1047,1040,38,162,Betty C McDaniel,0,1230,1192,16,7,3,1/22/1999
966,3,FALSE,1503,Alan Grossman,0,1047,1040,38,3186,Stacia Camp,0,939,919,47,8,3,1/22/1999
967,3,FALSE,1503,Alan Grossman,0,1047,1040,38,1499,Claudia Scheda,0,1073,1058,40,11,3,1/22/1999
968,3,FALSE,1509,Wendell Smith,0,1032,1050,35,2934,Rona Goldberg,0,1123,1127,26,3,3,1/22/1999
969,3,FALSE,1509,Wendell Smith,0,1032,1050,35,184,Ida Ann Shapiro,0,989,930,48,5,3,1/22/1999
970,3,FALSE,1509,Wendell Smith,0,1032,1050,35,2011,Annette Zeff,0,1045,1052,31,7,3,1/22/1999
971,3,FALSE,1509,Wendell Smith,0,1032,1050,35,871,Frank Schin,0,1143,1113,37,8,3,1/22/1999
972,3,FALSE,1509,Wendell Smith,0,1032,1050,35,4033,Peter Braxton,0,1242,1143,36,10,3,1/22/1999
973,3,FALSE,1522,Bob Godfrey,0,837,866,17,192,Denise Forys Wieche,0,639,666,41,2,4,1/22/1999
974,3,FALSE,1522,Bob Godfrey,0,837,866,17,4448,William Pittinos,0,0,785,29,3,4,1/22/1999
975,3,FALSE,1522,Bob Godfrey,0,837,866,17,2294,Virginia Wallis,0,900,874,20,4,4,1/22/1999
976,3,FALSE,1522,Bob Godfrey,0,837,866,17,3198,Phil O'Donoghue,0,947,971,2,5,4,1/22/1999
977,3,FALSE,1522,Bob Godfrey,0,837,866,17,603,Christine Economos,0,923,921,12,6,4,1/22/1999
978,3,FALSE,1522,Bob Godfrey,0,837,866,17,2294,Virginia Wallis,0,900,874,20,8,4,1/22/1999
979,3,FALSE,1522,Bob Godfrey,0,837,866,17,5440,Susan Patton,0,633,698,40,11,4,1/22/1999
980,3,FALSE,1592,Edward Stewart,0,1190,1174,13,2981,Joan Gray,0,1128,1125,22,3,3,1/22/1999
981,3,FALSE,1592,Edward Stewart,0,1190,1174,13,5315,Paul Feser,0,995,978,42,5,3,1/22/1999
982,3,FALSE,1592,Edward Stewart,0,1190,1174,13,635,Ellen Massey,0,1156,1136,21,7,3,1/22/1999
983,3,FALSE,1592,Edward Stewart,0,1190,1174,13,2655,Herb Lewis,0,1170,1152,27,8,3,1/22/1999
984,3,FALSE,1592,Edward Stewart,0,1190,1174,13,4454,John Carassai,0,956,986,39,9,3,1/22/1999
985,3,FALSE,1592,Edward Stewart,0,1190,1174,13,1619,Gwen Stewart,0,1175,1150,25,10,3,1/22/1999
986,3,FALSE,1592,Edward Stewart,0,1190,1174,13,561,Mitchell Brook,0,1199,1201,12,11,3,1/22/1999
987,3,FALSE,1604,Sherrie Saint John,0,1203,1237,9,3932,Victoria Moreines,0,981,962,41,1,3,1/22/1999
988,3,FALSE,1604,Sherrie Saint John,0,1203,1237,9,635,Ellen Massey,0,1156,1136,21,2,3,1/22/1999
989,3,FALSE,1604,Sherrie Saint John,0,1203,1237,9,5381,Emily Herczeg,0,1055,1113,10,3,3,1/22/1999
990,3,FALSE,1604,Sherrie Saint John,0,1203,1237,9,4427,Nick Denezzo,0,1273,1294,1,5,3,1/22/1999
991,3,FALSE,1604,Sherrie Saint John,0,1203,1237,9,206,Hilda Siegel,0,1182,1240,3,6,3,1/22/1999
992,3,FALSE,1604,Sherrie Saint John,0,1203,1237,9,561,Mitchell Brook,0,1199,1201,12,7,3,1/22/1999
993,3,FALSE,1604,Sherrie Saint John,0,1203,1237,9,2485,Varney Senii,0,1272,1278,4,8,3,1/22/1999
994,3,FALSE,1604,Sherrie Saint John,0,1203,1237,9,5465,Emily Weidner,0,1317,1243,19,11,3,1/22/1999
995,3,FALSE,1619,Gwen Stewart,0,1175,1150,25,5135,Barbara Staudt,0,1089,1092,23,2,3,1/22/1999
996,3,FALSE,1619,Gwen Stewart,0,1175,1150,25,5381,Emily Herczeg,0,1055,1113,10,5,3,1/22/1999
997,3,FALSE,1619,Gwen Stewart,0,1175,1150,25,329,Emma Lewarenko,0,1000,1013,34,7,3,1/22/1999
998,3,FALSE,1619,Gwen Stewart,0,1175,1150,25,5135,Barbara Staudt,0,1089,1092,23,8,3,1/22/1999
999,3,FALSE,1619,Gwen Stewart,0,1175,1150,25,1509,Wendell Smith,0,1032,1050,35,9,3,1/22/1999
1000,3,FALSE,1619,Gwen Stewart,0,1175,1150,25,132,Muriel Sparrow Reedy,0,1214,1162,33,11,3,1/22/1999
1001,3,FALSE,1773,Lois Giordano,0,1394,1404,51,4351,Edward Coker,0,1448,1452,40,1,2,1/22/1999
1002,3,FALSE,1773,Lois Giordano,0,1394,1404,51,69,Judy Horn,0,1632,1627,20,2,2,1/22/1999
1003,3,FALSE,1773,Lois Giordano,0,1394,1404,51,82,Sally Ricketts,0,1538,1508,43,3,2,1/22/1999
1004,3,FALSE,1773,Lois Giordano,0,1394,1404,51,5890,Anita Shields,0,1416,1361,61,10,2,1/22/1999
1005,3,FALSE,1773,Lois Giordano,0,1394,1404,51,4435,Jerry Mory,0,1255,1293,50,11,2,1/22/1999
1006,3,FALSE,1782,Gloria Chazin,0,901,892,16,5903,Janet Hamilton,0,857,793,49,1,4,1/22/1999
1007,3,FALSE,1782,Gloria Chazin,0,901,892,16,5906,Susan Cottle,0,0,580,53,2,4,1/22/1999
1008,3,FALSE,1782,Gloria Chazin,0,901,892,16,3732,Letitia Dyson,0,668,709,22,5,4,1/22/1999
1009,3,FALSE,1782,Gloria Chazin,0,901,892,16,4438,Hennie Berdinis,0,837,912,8,6,4,1/22/1999
1010,3,FALSE,1782,Gloria Chazin,0,901,892,16,131,Margo Kuno,0,726,740,37,8,4,1/22/1999
1011,3,FALSE,1782,Gloria Chazin,0,901,892,16,2024,Margaret Olson,0,952,899,31,10,4,1/22/1999
1012,3,FALSE,1782,Gloria Chazin,0,901,892,16,2294,Virginia Wallis,0,900,874,20,11,4,1/22/1999
1013,3,FALSE,1847,Ian Weinstein,0,1930,1925,11,32,Larry Sherman,0,1883,1862,21,1,1,1/22/1999
1014,3,FALSE,1847,Ian Weinstein,0,1930,1925,11,1998,Richard Buck,0,1808,1758,36,2,1,1/22/1999
1015,3,FALSE,1847,Ian Weinstein,0,1930,1925,11,2035,Bruce Adams,0,1708,1646,40,3,1,1/22/1999
1016,3,FALSE,1847,Ian Weinstein,0,1930,1925,11,49,Arnie Horowitz,0,1829,1828,23,6,1,1/22/1999
1017,3,FALSE,1847,Ian Weinstein,0,1930,1925,11,54,Rose Kreiswirth,0,1765,1827,5,7,1,1/22/1999
1018,3,FALSE,1847,Ian Weinstein,0,1930,1925,11,47,Joe Weinike,0,1909,1920,9,8,1,1/22/1999
1019,3,FALSE,1847,Ian Weinstein,0,1930,1925,11,1949,Barry Keith,0,1849,1867,10,10,1,1/22/1999
1020,3,FALSE,1949,Barry Keith,0,1849,1867,10,560,Marlon Hill,0,1891,1873,17,1,1,1/22/1999
1021,3,FALSE,1949,Barry Keith,0,1849,1867,10,858,David Moersdorf,0,1659,1632,39,2,1,1/22/1999
1022,3,FALSE,1949,Barry Keith,0,1849,1867,10,242,Verna Richards Berg,0,1740,1770,12,3,1,1/22/1999
1023,3,FALSE,1949,Barry Keith,0,1849,1867,10,1847,Ian Weinstein,0,1930,1925,11,5,1,1/22/1999
1024,3,FALSE,1949,Barry Keith,0,1849,1867,10,47,Joe Weinike,0,1909,1920,9,6,1,1/22/1999
1025,3,FALSE,1949,Barry Keith,0,1849,1867,10,2316,Sammy Okosagah,0,1891,1940,2,8,1,1/22/1999
1026,3,FALSE,1949,Barry Keith,0,1849,1867,10,3706,Martin Smith,0,1762,1775,20,12,1,1/22/1999
1027,3,FALSE,1951,Steve Gawtry,0,1354,1447,26,5312,Jay Malarcher,0,1429,1338,64,1,2,1/22/1999
1028,3,FALSE,1951,Steve Gawtry,0,1354,1447,26,4260,Shirley Fliesser,0,1599,1594,15,2,2,1/22/1999
1029,3,FALSE,1951,Steve Gawtry,0,1354,1447,26,77,Thomas M Hall,0,1321,1350,47,6,2,1/22/1999
1030,3,FALSE,1951,Steve Gawtry,0,1354,1447,26,79,Sarah Rosenblum,0,1461,1487,23,7,2,1/22/1999
1031,3,FALSE,1951,Steve Gawtry,0,1354,1447,26,1281,Mary A Lyons,0,1623,1599,14,8,2,1/22/1999
1032,3,FALSE,1951,Steve Gawtry,0,1354,1447,26,95,Glenn Filzer,0,1521,1478,41,12,2,1/22/1999
1033,3,FALSE,1957,Pat Brown,0,1416,1400,56,97,Betty Burton,0,1482,1478,33,1,2,1/22/1999
1034,3,FALSE,1957,Pat Brown,0,1416,1400,56,108,George Spanfelner,0,1538,1465,60,8,2,1/22/1999
1035,3,FALSE,1957,Pat Brown,0,1416,1400,56,118,Ted Mast,0,1429,1395,55,9,2,1/22/1999
1036,3,FALSE,1957,Pat Brown,0,1416,1400,56,4428,Jean Lithgow,0,1421,1385,58,12,2,1/22/1999
1037,3,FALSE,1995,Martha Bedford,0,1440,1446,27,615,Marie Puma,0,1361,1400,36,1,2,1/22/1999
1038,3,FALSE,1995,Martha Bedford,0,1440,1446,27,1357,Nancy Hanley,0,1387,1424,16,4,2,1/22/1999
1039,3,FALSE,1995,Martha Bedford,0,1440,1446,27,569,Jay Strieb,0,1320,1363,29,6,2,1/22/1999
1040,3,FALSE,1995,Martha Bedford,0,1440,1446,27,4428,Jean Lithgow,0,1421,1385,58,10,2,1/22/1999
1041,3,FALSE,1995,Martha Bedford,0,1440,1446,27,3931,Vince Anzalone,0,1412,1407,53,11,2,1/22/1999
